Date,FTR,HTP,ATP,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,HM1_D,HM1_L,HM1_M,HM1_W,HM2_D,HM2_L,HM2_M,HM2_W,HM3_D,HM3_L,HM3_M,HM3_W,AM1_D,AM1_L,AM1_M,AM1_W,AM2_D,AM2_L,AM2_M,AM2_W,AM3_D,AM3_L,AM3_M,AM3_W
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-19,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-20,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
2000-08-21,1,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-0.25,0.25,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-22,0,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-0.5,0.5,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-22,0,0.75,0.75,3,3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-22,1,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-0.25,0.5,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-23,1,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-0.5,1.0,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-23,1,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-1.0,0.25,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-23,1,0.0,0.25,0,1,0,0,0,0,0,0,0,0,-0.5,0.0,-0.25,-0.25,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
2000-08-23,0,0.25,0.0,1,0,0,0,0,0,0,0,0,0,0.0,-0.5,0.25,0.25,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
2000-08-23,0,0.0,0.25,0,1,0,0,0,0,0,0,0,0,-0.5,0.0,-0.25,-0.25,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
2000-08-26,0,0.3333333333333333,0.1111111111111111,3,1,0,0,0,0,0,0,0,0,0.1111111111111111,-0.1111111111111111,0.2222222222222222,0.2222222222222222,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
2000-08-26,1,0.1111111111111111,0.3333333333333333,1,3,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.1111111111111111,-0.2222222222222222,-0.2222222222222222,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2000-08-26,1,0.0,0.75,0,3,0,0,0,0,0,0,0,0,-0.25,1.0,-0.75,-0.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
2000-08-26,1,0.3333333333333333,0.4444444444444444,3,4,0,0,0,0,0,0,0,0,-0.1111111111111111,0.2222222222222222,-0.1111111111111111,-0.1111111111111111,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
2000-08-26,0,0.3333333333333333,0.4444444444444444,3,4,0,0,0,0,0,0,0,0,0.1111111111111111,0.1111111111111111,-0.1111111111111111,-0.1111111111111111,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
2000-08-26,0,0.1111111111111111,0.3333333333333333,1,3,0,0,0,0,0,0,0,0,-0.1111111111111111,-0.1111111111111111,-0.2222222222222222,-0.2222222222222222,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2000-08-26,0,0.0,0.4444444444444444,0,4,0,0,0,0,0,0,0,0,-0.3333333333333333,0.2222222222222222,-0.4444444444444444,-0.4444444444444444,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
2000-08-26,0,0.4444444444444444,0.6666666666666666,4,6,0,0,0,0,0,0,0,0,0.2222222222222222,0.3333333333333333,-0.2222222222222222,-0.2222222222222222,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
2000-08-26,0,0.3333333333333333,0.3333333333333333,3,3,0,0,0,0,0,0,0,0,-0.2222222222222222,-0.1111111111111111,0.0,0.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2000-08-27,0,0.2222222222222222,0.3333333333333333,2,3,0,0,0,0,0,0,0,0,0.0,0.0,-0.1111111111111111,-0.1111111111111111,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
2000-09-05,0,0.6666666666666666,0.3333333333333333,6,3,0,0,0,0,0,0,0,0,0.3333333333333333,-0.2222222222222222,0.3333333333333333,0.3333333333333333,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
2000-09-05,1,0.3125,0.25,5,4,0,0,0,0,0,0,0,0,0.125,0.0625,0.0625,0.0625,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
2000-09-05,0,0.1875,0.0625,3,1,0,0,0,0,0,0,0,0,-0.125,-0.1875,0.125,0.125,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
2000-09-05,1,0.25,0.25,4,4,0,0,0,0,0,0,0,0,0.0,0.0625,0.0,0.0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
2000-09-06,0,0.375,0.375,6,6,0,0,0,0,0,0,0,0,0.0,0.0625,0.0,0.0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2000-09-06,0,0.25,0.375,4,6,0,0,0,0,0,0,0,0,0.0,0.1875,-0.125,-0.125,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False
2000-09-06,0,0.1875,0.125,3,2,0,0,0,0,0,0,0,0,-0.0625,-0.0625,0.0625,0.0625,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
2000-09-06,0,0.125,0.25,2,4,0,0,0,0,0,0,0,0,-0.0625,0.0625,-0.125,-0.125,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2000-09-06,1,0.25,0.125,4,2,0,0,0,0,0,0,0,0,-0.0625,-0.125,0.125,0.125,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2000-09-06,1,0.3125,0.25,5,4,0,0,0,0,0,0,0,0,0.0625,-0.0625,0.0625,0.0625,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
2000-09-09,0,0.25,0.375,4,6,0,0,0,0,0,0,0,0,0.0625,0.1875,-0.125,-0.125,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2000-09-09,0,0.24,0.27999999999999997,6,7,0,0,0,0,0,0,0,0,-0.08,0.08,-0.04,-0.04,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
2000-09-09,0,0.16,0.2,4,5,0,0,0,0,0,0,0,0,-0.08,-0.04,-0.04,-0.04,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2000-09-09,1,0.32,0.12,8,3,0,0,0,0,0,0,0,0,0.08,-0.04,0.2,0.2,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
2000-09-09,1,0.27999999999999997,0.24,7,6,0,0,0,0,0,0,0,0,0.04,-0.08,0.04,0.04,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2000-09-09,1,0.32,0.16,8,4,0,0,0,0,0,0,0,0,0.32,-0.08,0.16,0.16,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2000-09-09,0,0.2,0.16,5,4,0,0,0,0,0,0,0,0,0.04,0.0,0.04,0.04,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2000-09-09,0,0.36,0.2,9,5,0,0,0,0,0,0,0,0,0.12,0.0,0.16,0.16,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
2000-09-10,0,0.12,0.16,3,4,0,0,0,0,0,0,0,0,-0.04,-0.04,-0.04,-0.04,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2000-09-11,1,0.27999999999999997,0.08,7,2,0,0,0,0,0,0,0,0,0.04,-0.12,0.2,0.2,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2000-09-16,1,0.27999999999999997,0.24,7,6,0,0,0,0,0,0,0,0,0.12,-0.08,0.04,0.04,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
2000-09-16,0,0.19444444444444445,0.3055555555555555,7,11,0,0,0,0,0,0,0,0,0.027777777777777766,0.3055555555555555,-0.1111111111111111,-0.1111111111111111,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2000-09-16,1,0.1388888888888889,0.2777777777777778,5,10,0,0,0,0,0,0,0,0,-0.027777777777777766,0.05555555555555555,-0.1388888888888889,-0.1388888888888889,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
2000-09-16,1,0.1111111111111111,0.1111111111111111,4,4,0,0,0,0,0,0,0,0,-0.1388888888888889,-0.027777777777777766,0.0,0.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2000-09-16,0,0.19444444444444445,0.1111111111111111,7,4,0,0,0,0,0,0,0,0,0.027777777777777766,-0.08333333333333333,0.08333333333333333,0.08333333333333333,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
2000-09-16,1,0.08333333333333333,0.2777777777777778,3,10,0,0,0,0,0,0,0,0,-0.05555555555555555,0.08333333333333333,-0.19444444444444445,-0.19444444444444445,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2000-09-16,1,0.2222222222222222,0.1388888888888889,8,5,0,0,0,0,0,0,0,0,0.027777777777777766,-0.1388888888888889,0.08333333333333333,0.08333333333333333,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2000-09-17,0,0.16666666666666666,0.3055555555555555,6,11,0,0,0,0,0,0,0,0,0.0,0.08333333333333333,-0.1388888888888889,-0.1388888888888889,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2000-09-17,0,0.16666666666666666,0.1388888888888889,6,5,0,0,0,0,0,0,0,0,-0.08333333333333333,0.0,0.027777777777777766,0.027777777777777766,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2000-09-17,0,0.05555555555555555,0.2777777777777778,2,10,0,0,0,0,0,0,0,0,-0.1111111111111111,0.05555555555555555,-0.2222222222222222,-0.2222222222222222,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2000-09-23,0,0.2857142857142857,0.12244897959183673,11,3,0,0,0,0,0,0,0,0,0.26530612244897955,-0.04081632653061224,0.16326530612244897,0.16326530612244897,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2000-09-23,0,0.1388888888888889,0.08333333333333333,5,3,0,0,0,0,0,0,0,0,-0.1388888888888889,-0.05555555555555555,0.05555555555555555,0.05555555555555555,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2000-09-23,0,0.08163265306122448,0.16326530612244897,3,5,0,0,0,0,0,0,0,0,-0.04081632653061224,0.020408163265306114,-0.08163265306122448,-0.04081632653061224,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2000-09-23,0,0.14285714285714285,0.22448979591836735,7,11,0,0,0,0,0,0,0,0,-0.04081632653061224,0.08163265306122448,-0.08163265306122448,-0.08163265306122448,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2000-09-23,0,0.22448979591836735,0.14285714285714285,8,4,0,0,0,0,0,0,0,0,0.04081632653061224,-0.08163265306122448,0.08163265306122448,0.08163265306122448,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2000-09-23,0,0.12244897959183673,0.1836734693877551,3,8,0,0,0,0,0,0,0,0,0.0,0.020408163265306114,-0.06122448979591836,-0.10204081632653061,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2000-09-23,0,0.20408163265306123,0.14285714285714285,7,7,0,0,0,0,0,0,0,0,0.020408163265306114,-0.06122448979591836,0.06122448979591836,0.0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
2000-09-23,0,0.20408163265306123,0.16326530612244897,10,5,1,0,0,0,0,0,0,0,0.020408163265306114,0.0,0.04081632653061224,0.10204081632653061,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2000-09-23,0,0.14285714285714285,0.06122448979591836,7,3,0,0,0,0,0,0,0,0,-0.06122448979591836,-0.08163265306122448,0.08163265306122448,0.08163265306122448,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2000-09-24,0,0.2857142857142857,0.14285714285714285,13,7,0,0,0,0,0,0,0,0,0.10204081632653061,-0.020408163265306114,0.14285714285714285,0.12244897959183673,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False
2000-09-30,0,0.140625,0.109375,8,3,0,0,0,0,0,0,0,0,0.015625,0.0,0.03125,0.078125,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2000-09-30,0,0.09375,0.078125,6,2,0,0,0,0,0,0,0,0,-0.015625,-0.125,0.015625,0.0625,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2000-09-30,1,0.1836734693877551,0.08163265306122448,8,3,0,0,0,0,0,0,0,0,0.020408163265306114,-0.04081632653061224,0.10204081632653061,0.10204081632653061,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2000-09-30,0,0.171875,0.109375,8,4,0,0,0,0,0,0,0,0,0.015625,-0.09375,0.0625,0.0625,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2000-09-30,0,0.125,0.125,5,7,0,0,0,0,0,0,0,0,-0.015625,-0.03125,0.0,-0.03125,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
2000-09-30,1,0.171875,0.171875,5,7,0,0,0,0,0,0,0,0,0.03125,0.015625,0.0,-0.03125,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2000-09-30,0,0.125,0.15625,5,7,0,0,0,0,0,0,0,0,-0.046875,0.0,-0.03125,-0.03125,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2000-10-01,1,0.1875,0.234375,9,11,0,0,0,0,0,0,0,0,0.0625,0.203125,-0.046875,-0.03125,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2000-10-01,1,0.109375,0.1875,4,9,0,0,0,0,0,0,0,0,-0.03125,0.03125,-0.078125,-0.078125,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2000-10-01,0,0.125,0.234375,5,11,0,0,0,0,0,0,0,0,-0.0625,0.078125,-0.109375,-0.09375,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2000-10-14,1,0.1875,0.1875,9,10,0,0,0,0,0,0,0,0,0.0625,0.0625,0.0,-0.015625,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2000-10-14,1,0.09876543209876543,0.1358024691358025,2,7,0,0,0,0,0,0,0,0,-0.07407407407407407,0.0,-0.037037037037037035,-0.0617283950617284,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2000-10-14,0,0.09876543209876543,0.1111111111111111,4,7,0,0,0,0,0,0,0,0,-0.04938271604938271,-0.012345679012345678,-0.012345679012345678,-0.037037037037037035,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2000-10-14,0,0.1358024691358025,0.08641975308641975,7,6,0,0,0,0,0,0,0,0,0.012345679012345678,-0.012345679012345678,0.04938271604938271,0.012345679012345678,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
2000-10-14,1,0.1728395061728395,0.14814814814814814,8,9,0,0,0,0,0,0,0,0,0.04938271604938271,0.012345679012345678,0.024691358024691357,-0.012345679012345678,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
2000-10-14,0,0.19753086419753085,0.1851851851851852,11,10,1,0,0,0,1,0,0,0,0.0617283950617284,0.14814814814814814,0.012345679012345678,0.012345679012345678,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True
2000-10-14,1,0.09876543209876543,0.07407407407407407,5,2,0,0,0,0,0,0,0,0,-0.04938271604938271,-0.09876543209876543,0.024691358024691357,0.037037037037037035,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2000-10-14,1,0.1111111111111111,0.1234567901234568,6,6,0,0,0,0,0,0,0,0,-0.04938271604938271,0.012345679012345678,-0.012345679012345678,0.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
2000-10-15,0,0.0617283950617284,0.14814814814814814,3,8,0,0,0,0,0,0,0,0,-0.0617283950617284,-0.012345679012345678,-0.08641975308641975,-0.0617283950617284,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2000-10-16,0,0.1234567901234568,0.16049382716049382,6,7,0,0,0,0,0,0,0,0,0.024691358024691357,0.012345679012345678,-0.037037037037037035,-0.012345679012345678,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
2000-10-21,1,0.15,0.16,8,8,0,0,0,0,0,0,0,0,0.03,0.02,-0.01,0.0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2000-10-21,1,0.12,0.1,8,5,0,0,0,0,0,0,0,0,-0.01,0.0,0.02,0.03,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False
2000-10-21,1,0.1,0.11000000000000001,5,5,0,0,0,0,0,0,0,0,0.0,-0.05,-0.01,0.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
2000-10-21,0,0.07407407407407407,0.1358024691358025,2,7,0,0,0,0,0,0,0,0,-0.09876543209876543,0.012345679012345678,-0.0617283950617284,-0.0617283950617284,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
2000-10-21,0,0.08,0.18,6,11,0,0,0,0,0,0,0,0,-0.01,0.06,-0.1,-0.05,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2000-10-21,0,0.16,0.09,7,5,0,0,0,0,0,0,0,0,0.03,-0.04,0.06999999999999999,0.02,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2000-10-21,1,0.11000000000000001,0.05,4,2,0,0,0,0,0,0,0,0,-0.01,-0.09,0.06,0.02,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2000-10-21,1,0.18,0.13999999999999999,10,7,0,0,0,0,0,0,0,0,0.15,0.01,0.04,0.03,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2000-10-22,0,0.13,0.12,8,8,0,0,0,0,0,0,0,0,0.03,-0.03,0.01,0.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2000-10-23,0,0.1,0.11000000000000001,7,5,0,0,0,0,0,0,0,0,-0.01,-0.02,-0.01,0.02,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2000-10-28,1,0.1322314049586777,0.12396694214876032,8,10,0,0,0,0,0,0,0,0,0.033057851239669415,0.0,0.008264462809917354,-0.016528925619834708,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2000-10-28,1,0.18,0.11000000000000001,11,5,0,0,0,0,0,0,0,0,0.06,-0.02,0.06999999999999999,0.06,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2000-10-28,1,0.10743801652892565,0.11570247933884298,7,4,0,0,0,0,0,0,0,0,0.04132231404958677,0.008264462809917354,-0.008264462809917354,0.024793388429752063,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2000-10-28,1,0.12396694214876032,0.08264462809917356,11,5,0,0,0,0,0,0,0,0,0.024793388429752063,-0.008264462809917354,0.04132231404958677,0.04958677685950413,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
2000-10-28,1,0.1322314049586777,0.04132231404958677,5,1,0,0,0,0,0,0,0,0,0.008264462809917354,-0.09090909090909091,0.09090909090909091,0.033057851239669415,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
2000-10-28,1,0.17355371900826444,0.08264462809917356,10,7,0,0,0,0,0,0,0,0,0.1487603305785124,-0.024793388429752063,0.09090909090909091,0.024793388429752063,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2000-10-28,1,0.06611570247933884,0.1322314049586777,6,6,0,0,0,0,0,0,0,0,-0.016528925619834708,0.016528925619834708,-0.06611570247933884,0.0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
2000-10-28,1,0.10743801652892565,0.09090909090909091,9,4,0,0,0,0,0,0,0,0,-0.024793388429752063,-0.08264462809917356,0.016528925619834708,0.04132231404958677,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2000-10-29,0,0.04958677685950413,0.12396694214876032,1,8,0,0,0,0,0,0,0,0,-0.09917355371900825,0.008264462809917354,-0.0743801652892562,-0.05785123966942149,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2000-10-29,1,0.1487603305785124,0.09917355371900825,8,5,0,0,0,0,0,0,0,0,0.033057851239669415,-0.024793388429752063,0.04958677685950413,0.024793388429752063,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
2000-11-04,0,0.09722222222222222,0.13194444444444445,7,5,0,0,0,0,0,0,0,0,-0.034722222222222224,0.013888888888888883,-0.034722222222222224,0.013888888888888883,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
2000-11-04,0,0.07638888888888888,0.16666666666666666,4,10,0,0,0,0,0,0,0,0,-0.07638888888888888,0.15972222222222224,-0.09027777777777778,-0.041666666666666664,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2000-11-04,1,0.125,0.14583333333333334,10,10,0,0,0,0,0,0,0,0,0.013888888888888883,0.041666666666666664,-0.020833333333333332,0.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2000-11-04,1,0.12396694214876032,0.04958677685950413,10,1,0,0,0,0,0,0,0,0,0.0,-0.09917355371900825,0.0743801652892562,0.0743801652892562,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2000-11-04,0,0.06944444444444445,0.16666666666666666,4,13,0,0,0,0,0,0,0,0,-0.013888888888888883,0.08333333333333333,-0.09722222222222222,-0.0625,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
2000-11-04,1,0.1111111111111111,0.125,6,11,0,0,0,0,0,0,0,0,0.0069444444444444415,0.027777777777777776,-0.013888888888888883,-0.034722222222222224,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2000-11-04,1,0.09722222222222222,0.1111111111111111,4,9,0,0,0,0,0,0,0,0,-0.013888888888888883,-0.013888888888888883,-0.013888888888888883,-0.034722222222222224,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
